39	2012	Ultraviolet surface-enhanced Raman scattering at the plasmonic band edge of a metallic grating.	Nadia Mattiucci, Giuseppe D'Aguanno, Henry O Everitt, John V Foreman, John M Callahan, Milan C Buncick
39	2011	Ultrawidely tunable single-mode fiber acousto-optic filter.	Sun Do Lim, Kyung Jun Park, Sunghoon Eom, Je-Myung Jeong, Byoung Yoon Kim, Sang Bae Lee
41	2011	UMPM benchmark: A multi-person dataset with synchronized video and motion capture data for evaluation of articulated human motion and interaction	N P Van Der Aa, X Luo, G J Giezeman, R T Tan, R C Veltkamp
42	2011	Unbalanced Three-Phase Optimal Power Flow for Smart Grids	Sergio Bruno, Silvia Lamonaca, Giuseppe Rotondo, Ugo Stecchi, Massimo La Scala
44	2011	Uncertainty of the spectral mismatch correction factor in STC measurements on photovoltaic devices	Jochen Hohl-ebinger, Wilhelm Warta
45	2011	Uncertainty propagation techniques in probabilistic design of multilevel systems	Fenfen Xiong, Kun Guo, Wei Zhou
45	2011	Uncertainty quantification in nanomechanical measurements using the atomic force microscope.	Ryan Wagner, Robert Moon, Jon Pratt, Gordon Shaw, Arvind Raman
46	2012	Unconscious priming instructions modulate activity in default and executive networks of the human brain.	Nicola De Pisapia, Massimo Turatto, Pan Lin, Jorge Jovicich, Alfonso Caramazza
46	2011	Unconventional Low-Cost Fabrication and Patterning Techniques for Point of Care Diagnostics	Himanshu Sharma, Diep Nguyen, Aaron Chen, Valerie Lew, Michelle Khine
47	2011	Uncovering auditory evoked potentials form cochlear implant users with independent component analysis	F C Viola, J D Thorne, S Bleeck, J E Eyles, S Debener
47	2011	Uncovering Dynamics of Open Government, Transparency, Participation, and Collaboration	Hans J Jochen Scholl, Luis F Luna-Reyes
47	2011	Uncovering intrinsic connectional architecture of functional networks in awake rat brain.	Zhifeng Liang, Jean King, Nanyin Zhang
48	2012	Uncovering MicroRNA and Transcription Factor Mediated Regulatory Networks in Glioblastoma	Jingchun Sun, Xue Gong, Benjamin Purow, Zhongming Zhao
48	2011	Uncovering Multisensory Processing through Non-Invasive Brain Stimulation	Nadia Bolognini, Angelo Maravita
48	2012	Uncovering spatial topology represented by rat hippocampal population neuronal codes	Zhe Chen, Fabian Kloosterman, Emery N Brown, Matthew A Wilson
48	2011	Uncovering the Global Life Cycles of the Rare Earth Elements	Xiaoyue Du, T E Graedel
48	2011	Uncovering the Temporal Dynamics of Diffusion Networks	Manuel Gomez Rodriguez, David Balduzzi, Bernhard Schölkopf
48	2012	Uncovering, Collecting, and Analyzing Records to Investigate the Ecological Impacts of Climate Change: A Template from Thoreau's Concord	Richard B Primack, Abraham J Miller-Rushing
49	2011	Under the hood at Google and Facebook	David Schneider, Quentin Hardy
49	2011	Underconnected, but how? A survey of functional connectivity MRI studies in autism spectrum disorders.	Ralph-Axel Müller, Patricia Shih, Brandon Keehn, Janae R Deyoe, Kelly M Leyden, Dinesh K Shukla
51	2011	Understanding adoption of energy efficiency technologies: Applying behavioral theories of technology acceptance use to understand the case of led lighting for commercial, residential, and industrial end-users	Kelly R Cowan, Tugrul U Daim
52	2011	Understanding and modeling AC BTI	Hans Reisinger, Tibor Grasser, Karsten Ermisch, Heiko Nielen, Wolfgang Gustin, Christian Schlunder
52	2011	Understanding Asymmetric Transportation Behavior in Graphene Field-Effect Transistors Using Scanning Kelvin Probe Microscopy	W J Liu, H Y Yu, S H Xu, Q Zhang, X Zou, J L Wang
52	2011	Understanding attentional modulation of binocular rivalry: a framework based on biased competition.	Kevin Conrad Dieter, Duje Tadin
53	2011	Understanding Blind Deconvolution Algorithms	Anat Levin, Yair Weiss, Fredo Durand, William T Freeman
53	2011	Understanding broadcast based peer review on open source software projects	Peter C Rigby, Margaret-Anne Storey
53	2011	Understanding Cloud Computing Vulnerabilities	Bernd Grobauer, Tobias Walloschek, Elmar Stocker
53	2012	Understanding Collective Crowd Behaviors : Learning a Mixture Model of Dynamic Pedestrian-Agents	Bolei Zhou, Xiaogang Wang, Xiaoou Tang
53	2011	Understanding complexity in the human brain.	Danielle S Bassett, Michael S Gazzaniga
54	2011	Understanding current causes of women's underrepresentation in science	Stephen J Ceci, Wendy M Williams
54	2011	Understanding depressive rumination from a cognitive science perspective: the impaired disengagement hypothesis.	Ernst H W Koster, Evi De Lissnyder, Nazanin Derakshan, Rudi De Raedt
54	2011	Understanding discrete linear mode coupling in few-mode fiber transmission systems	Jordi Vuong, Petros Ramantanis, Aida Seck, Djalal Bendimerad, Yann Frignac
55	2011	Understanding egocentric activities	Alireza Fathi, Ali Farhadi, James M Rehg
56	2011	Understanding how novices are integrated in a team analysing their tool usage	Ilenia Fronza, Alberto Sillitti, Giancarlo Succi, Jelena Vlasenko
56	2011	Understanding Human-Smartphone Concerns: A Study of Battery Life	Denzil Ferreira, Anind K Dey, Vassilis Kostakos
56	2011	Understanding Inkjet Printed Pattern Generation	Daniel Benjamin Soltman
57	2011	Understanding interpersonal action coordination: an fMRI study.	Hiroshi Shibata, Toshio Inui, Kenji Ogawa
57	2012	Understanding metal doping for organic electron transport layers	Alexander Mityashin, David Cheyns, Barry P Rand, Paul Heremans
58	2011	Understanding Net Zero Energy Buildings: Evaluation of load matching and grid interaction indicators	Building Simulation
58	2011	Understanding Network Failures in Data Centers : Measurement , Analysis , and Implications	Phillipa Gill
59	2011	Understanding psychophysiological response to a Virtual Reality-based social communication system for children with ASD	Uttama Lahiri, Karla Conn Welch, Zachary Warren, Nilanjan Sarkar
59	2011	Understanding scenes on many levels	Joseph Tighe, Svetlana Lazebnik
60	2011	Understanding Slip Perception of Soft Fingertips by Modeling and Simulating Stick-Slip Phenomenon	Van Anh Ho, Shinichi Hirai
60	2011	Understanding systems-level properties: timely stories from the study of clocks.	John B Hogenesch, Hiroki R Ueda
62	2011	Understanding the impact of power loss on flash memory	Hung-Wei Tseng, Laura Grupp, Steven Swanson
62	2011	Understanding the Impact of Video Quality on User Engagement	Florin Dobrian, Asad Awan, Dilip Joseph, Aditya Ganjam, Jibin Zhan, U C Berkeley
62	2011	Understanding the nature of wealth and its effects on human fitness.	Monique Borgerhoff Mulder, Bret A Beheim
63	2011	Understanding the Potential and the Limits of Germanium pMOSFETs for VLSI Circuits From Experimental Measurements	P Magnone, F Crupi, M Alioto, B Kaczer, B De Jaeger
64	2011	Understanding the role of buildings in a smart microgrid	Yuvraj Agarwal, Thomas Weng, Rajesh K Gupta
64	2011	Understanding the role of the sulfide redox couple (S2-/S(n)2-) in quantum dot-sensitized solar cells.	Vidhya Chakrapani, David Baker, Prashant V Kamat
64	2011	Understanding the selective area growth of GaN nanocolumns by MBE using Ti nanomasks	A Bengoechea-Encabo, F Barbagini, S Fernandez-Garrido, J Grandal, J Ristic, M A Sanchez-Garcia
65	2011	Understanding touch	Christian Holz, Patrick Baudisch
65	2011	Understanding traffic dynamics in cellular data networks	Utpal Paul, Anand Prabhu Subramanian, Milind Madhav Buddhikot, Samir R Das
65	2012	Understanding user experience in stereoscopic 3D games	Jonas Schild, Joseph LaViola, Maic Masuch
65	2011	Understanding users' continuance intention in online social networks	Yuan Sun, Zhu Ya-li, Xinmin Peng, Klaus Boehnke
67	2011	Underwater Optical Wireless Channel Modeling Using Monte-Carlo Method	P Sri Saini, Shanthi Prince
69	2011	Unexpected mass acquisition of Dirac fermions at the quantum phase transition of a topological insulator	T Sato, Kouji Segawa, K Kosaka, S Souma, K Nakayama, K Eto
69	2011	Unfiled Notes Page 1 Unfiled Notes Page 2	Samantha Hill
69	2011	Unfolding communities in large complex networks: Combining defensive and offensive label propagation for core extraction	Lovro Šubelj, Marko Bajec
69	2012	Unfolding Visual Lexical Decision in Time	Laura Barca, Giovanni Pezzulo
69	2011	Uni-directional trusted path: Transaction confirmation on just one device	Atanas Filyanov, Jonathan M McCuney, Ahmad-Reza Sadeghiz, Marcel Winandy
70	2011	Unidirectional mechanical amplification as a design principle for an active microphone.	Tobias Reichenbach, A J Hudspeth
71	2011	Unified Analysis of Streaming News	Amr Ahmed, Qirong Ho, Jacob Eisenstein, Eric P Xing, Alexander J Smola, Choon Hui Teo
71	2011	Unified debugging of distributed systems with Recon	Kyu Hyung Lee, Nick Sumner, Xiangyu Zhang, Patrick Eugster
72	2011	Unified model for coordinated control of permanent magnet synchronous wind generator system	Jinmei Chen, Ancheng Xue, Chunguang Tian, Tianshu Bi, Changzheng Gao
73	2012	Unified System-Level Modeling of Intermittent Renewable Energy Sources and Energy Storage for Power System Operation	Kai Heussen, Stephan Koch, Andreas Ulbig, Göran Andersson
74	2011	Uniform Bit and Power Allocation with Subcarrier Selection for Coded OFDM Systems	Hwanjoon Kwon, Bhaskar D Rao
74	2012	Uniform hexagonal graphene flakes and films grown on liquid copper surface	D Geng, B Wu, Y Guo, L Huang, Y Xue, J Chen
74	2012	Uniform mixing in paper-based microfluidic systems using surface acoustic waves.	Amgad R Rezk, Aisha Qi, James R Friend, Wai Ho Li, Leslie Y Yeo
75	2012	Uniform wafer-scale synthesis of graphene on evaporated Cu (111) film with quality comparable to exfoliated monolayer	Li Tao, Milo Holt, Jongho Lee, Harry Chou, Stephen J McDonnell, Domingo A Ferrer
75	2012	Uniform, Dense Arrays of Vertically Aligned, Large-Diameter Single-Walled Carbon Nanotubes.	Zhao Jun Han, Kostya Ken Ostrikov
75	2011	Unifying Gene Expression Measures from Multiple Platforms Using Factor Analysis	Xin Victoria Wang, Roel G W Verhaak, Elizabeth Purdom, Paul T Spellman, Terence P Speed
77	2011	Uninformed Individuals Promote Democratic Consensus in Animal Groups	I D Couzin, C C Ioannou, G Demirel, T Gross, C J Torney, A Hartnett
77	2012	Unipolar transport in bilayer graphene controlled by multiple p-n interfaces	Hisao Miyazaki, Song-lin Li, Shu Nakaharai, Kazuhito Tsukagoshi
78	2011	Unique prospects for graphene-based terahertz modulators	Berardi Sensale-Rodriguez, Tian Fang, Rusen Yan, Michelle M Kelly, Debdeep Jena, Lei Liu
